X,Y,id,name
7.5982586,47.6825663,node/30916261,Mappach
7.8395429,47.682911,node/240117184,Hausen im Wiesental
11.5763967,47.6831625,node/2392072013,Lenggries
11.7583775,47.6832169,node/3571593559,Reitrain
11.3029484,47.6834916,node/90208079,Kleinweil
8.0277581,47.6836975,node/292615453,Engelschwand
7.6541251,47.6844647,node/332275021,Egisholz
10.4128182,47.6844781,node/990466465,Bodelsberg
10.0716524,47.6847865,node/183178320,Kleinholzleute
13.0536836,47.6848587,node/3424127414,Unterstein
9.8342247,47.6856552,node/36307162,Wangen im Allgäu
7.5235689,47.6862094,node/30916346,Kleinkems
8.0961791,47.6864436,node/100048069,Vogelbach
8.8989458,47.687779,node/1895176392,Schienen
10.3154784,47.6880737,node/58800762,Hegge
11.1822093,47.6883351,node/1700556880,Seehausen am Staffelsee
11.7537579,47.6883984,node/3571593560,Weißach
9.9582318,47.6886203,node/360475284,Eisenharz
7.7980867,47.6886775,node/240104866,Wieslet
12.8039604,47.6893422,node/78542110,Schneizlreuth
7.6446161,47.6893882,node/332280971,Hammerstein
7.5618118,47.6900902,node/269272632,Welmlingen
10.3260859,47.6904667,node/9645116558,Graben
7.5409778,47.6909466,node/114508425,Blansingen
11.7707109,47.6909599,node/30040116,Rottach-Egern
8.1444703,47.691026,node/1628541808,Brunnadern
7.7373414,47.6910473,node/778456918,Schlächtenhaus
9.6194495,47.6910863,node/184507131,Siggenweiler
12.2631336,47.6911052,node/32846631,Sachrang
10.9952999,47.6914826,node/240035137,Bad Bayersoien
9.3007136,47.6917642,node/240050994,Stetten
7.7476392,47.6922242,node/297327699,Hofen
10.039203,47.6925666,node/240029689,Isny im Allgäu
8.2152642,47.6934909,node/606181808,Weilheim-Nöggenschwiel
7.6257723,47.6937754,node/332280978,Holzen
8.993286,47.6942896,node/1895236366,Horn
9.7612461,47.6950626,node/246561730,Geiselharz
9.8517054,47.6951171,node/359083265,Deuchelried
9.2719656,47.6955538,node/240129351,Meersburg
8.2587575,47.695685,node/478613601,Berau
10.8292631,47.6956933,node/275431653,Steingädele
10.2398444,47.6960348,node/240063041,Buchenberg
13.0462546,47.696036,node/78514480,Marktschellenberg
10.062392,47.6961039,node/286409820,Kleinhaslach
8.3954399,47.6962642,node/240128959,Eggingen
8.6907071,47.6966197,node/240044253,Büsingen am Hochrhein
9.0617242,47.6966767,node/240090842,Reichenau
8.7559401,47.6967211,node/3046562160,Gailingen am Hochrhein
8.1251653,47.6968748,node/1628541811,Immeneich
10.3441368,47.6969085,node/240080408,Durach
11.5552761,47.697439,node/8040164724,Bairahof
7.9326403,47.6975505,node/1629432364,Gersbach
10.3254476,47.6975717,node/183244286,Weidach
10.9601978,47.6981603,node/4701937076,Morgenbach
10.9288613,47.6984532,node/343508253,Unterhäusern
10.7968936,47.6987657,node/1683182640,Lechbruck am See
11.2328533,47.6996784,node/240054511,Riegsee
9.560628,47.6999205,node/2039598605,Meckenbeuren
11.2176293,47.7003002,node/349242282,Egling
10.9303016,47.7003203,node/343508255,Unterbauern
11.4217614,47.7004111,node/1700556858,Gschwendt
10.6043502,47.7007804,node/195709309,Lengenwang
9.3384522,47.7010935,node/1898960977,Ittendorf
10.9363218,47.7012483,node/240072954,Wildsteig
8.1476372,47.701981,node/1628541829,Tiefenhäusern
